name,region,province
Ramabifi Primary School,Seabe,Mpumalanga
Ramanchaane Primary School,Seabe,Mpumalanga
Ramantsho Primary School,Skilpadfontein,Mpumalanga
Ramodiegi Primary School,Sleutelfontein,Mpumalanga
Rankaila Primary School,Pienaarsrivier,Mpumalanga
Ratlhahana Secondary School,Pankop,Mpumalanga
Reatlegile Primary School,Middelburg,Mpumalanga
Redhill Primary School,Dundonald,Mpumalanga
Refitihile Primary School,Bamokgoko,Mpumalanga
Reggie Masuku Secondary School,Ermelo,Mpumalanga
Rekwele Primary School,Marble Hall,Mpumalanga
Relane Lower Primary School,Bushbuckridge,Mpumalanga
Rematlhatse Primary School,Ekangala,Mpumalanga
Remhoogte Primary School,Davel,Mpumalanga
Retang Primary School,Moloto,Mpumalanga
Reti Secondary School,Bushbuckridge,Mpumalanga
Retsebile Primary School,Standerton,Mpumalanga
Rev Sa Nkosi Secondary School,Mpuluzi,Mpumalanga
Rhandzekile Primary School,Ximhungwe,Mpumalanga
Rietkol Primary School,Eloff,Mpumalanga
Rietspruit Primary School,Amersfoort,Mpumalanga
Rindzani Senior Secondary School,Mkhuhlu,Mpumalanga
Ring Kink Primary School,Lothair,Mpumalanga
Riverview Preparatory School,Malalane,Mpumalanga
Robert Carruthers Primary School,Witbank,Mpumalanga
Rondavel Primary School,Standerton,Mpumalanga
Roodebank Primary School,Standerton,Mpumalanga
Rorobhani Secondary School,Kwamhlanga,Mpumalanga
Rouxland Primary School,Morgenzon,Mpumalanga
Royal High School,Hazyview,Mpumalanga
S.H. Nyalungu Primary School,Bushbuckridge,Mpumalanga
Sabane Secondary School,Kabokweni,Mpumalanga
Sabatha Primary School,Shongwe Mission,Mpumalanga
Sabeka Primary School,Thulamahashe,Mpumalanga
Saile Primary School,Bushbuckridge,Mpumalanga
Saint Peter Christian College,Middelburg,Mpumalanga
Sakhe Primary School,Siyabuswa,Mpumalanga
Sakhile Primary School,Empumalanga,Mpumalanga
Sakhile Secondary School,White River,Mpumalanga
Salani Primary School,Acornhoek,Mpumalanga
Salem Primary School,Piet Retief,Mpumalanga
Sallem Primary School,Malalane,Mpumalanga
Salubindza Primary School,White River,Mpumalanga
Sambo Primary School,Steenbok,Mpumalanga
Samora Machel Secondary School,Imbuzini,Mpumalanga
Samson Sibuyi Primary School,Hluvukani,Mpumalanga
Samuel Mhlanga Primary School,Thulamahashe,Mpumalanga
Sandzile Primary School,Kabokweni,Mpumalanga
Sangqotho Primary School,Amersfoort,Mpumalanga
Saringwa Primary School,Ximhungwe,Mpumalanga
Saselani Primary School,Bushbuckridge,Mpumalanga
Sasolia Primary School,Kinross,Mpumalanga
S'Bongile Primary School,Matsulu,Mpumalanga
Schoemansdal School,Shongwe Mission,Mpumalanga
Schulzendal Primary School,Schulzendal Trust,Mpumalanga
Seabe Secondary School,Seabe,Mpumalanga
Sebenta School,Mpuluzi,Mpumalanga
Sebosegolo Sa Mapulana Primary School,Acornhoek,Mpumalanga
Secunda Christian Academy,Secunda,Mpumalanga
Sediba-Sa-Thuto Primary School,Bushbuckridge,Mpumalanga
Sehlakabje High School,Acornhoek,Mpumalanga
Sehlulile Primary School,Matsulu,Mpumalanga
Sehokho Primary School,Skilpadfontein,Mpumalanga
Sekemisa Primary School,Bronkhorstspruit,Mpumalanga
Sekhukhusa Senior School,Shatale,Mpumalanga
Sekwai Secondary School,Graskop,Mpumalanga
Sele Primary School,Bushbuckridge,Mpumalanga
Sele Secondary School,Kwamhlanga,Mpumalanga
Seme Secondary School,Vlakpoort,Mpumalanga
Semonate Combined School,Skilpadfontein,Mpumalanga
Senianya Primary School,Acornhoek,Mpumalanga
Senone Primary School,Acornhoek,Mpumalanga
Senzangakhona Secondary School,Kwamhlanga,Mpumalanga
Serisha Secondary School,Shatale,Mpumalanga
Seruane Secondary School,Skilpadfontein,Mpumalanga
Sesete Primary School,Acornhoek,Mpumalanga
Setlhare Higher Primary School,Acornhoek,Mpumalanga
Setsheng Secondary School,Balfour,Mpumalanga
Sgodiphola Secondary School,Sidlamafa,Mpumalanga
Shaga Primary School,Mashishing,Mpumalanga
Shakwaneng Primary School,Graskop,Mpumalanga
Shalamuka Primary School,Mkhuhlu,Mpumalanga
Shalom Christian School,Graskop,Mpumalanga
Shammah College,Malelane,Mpumalanga
Shammah East College,Malelane,Mpumalanga
Shanke Senior Secondary School,Mkhuhlu,Mpumalanga
Shapeve Primary School,Embalenhle,Mpumalanga
Shatale Primary School,Shatale,Mpumalanga
Shatleng Primary School,Bushbuckridge,Mpumalanga
Shayaza Primary School,Malelane,Mpumalanga
Shinyukane Secondary School,Kwalugedlane,Mpumalanga
Shishila Primary School,Kanyamazane,Mpumalanga
Shiviti Primary School,Hluvukani,Mpumalanga
Shobiyana Senior Secondary School,Acornhoek,Mpumalanga
Shongwe Boarding School,Shongwe Mission,Mpumalanga
Shukuma Primary School,Standerton,Mpumalanga
Sibahle Primary School,Piet Retief,Mpumalanga
Sibambisene Primary School,Kanyamazane,Mpumalanga
Sibani Primary School,Malalane,Mpumalanga
Sibhulo Secondary School,Kabokweni,Mpumalanga
Sibis Primary School,Skilpadfontein,Mpumalanga
Sibonelo Primary School,Siyabuswa,Mpumalanga
Sibongamandla Secondary School,Kriel,Mpumalanga
Sibongangwane Primary School,Mpuluzi,Mpumalanga
Sibongile Primary School,Skilpadfontein,Mpumalanga
Sibongindawo Primary School,Balmoral,Mpumalanga
Siboniwe Primary School,Kwamhlanga,Mpumalanga
Siboshwa Primary School,Komatipoort,Mpumalanga
Siboyiye Combined School,Bushbuckridge,Mpumalanga
Sibukosetfu Secondary School,Hazyview,Mpumalanga
Sibukosethu Primary School,Witbank,Mpumalanga
Sibusisiwe Secondary School,Matsulu,Mpumalanga
Sibusiso Combined School,Elukwatini,Mpumalanga
Sibuyile Primary School,Kanyamazane,Mpumalanga
Sicelosethu Secondary School,Kanyamazane,Mpumalanga
Sidingulwazi Primary School,Thuthukani,Mpumalanga
Sidlamafa Secondary School,Malelane,Mpumalanga
Sidlasoke Secondary School,Siyabuswa,Mpumalanga
Sidlemu Primary School,Kwalugedlane,Mpumalanga
Sidloko Primary School,Imbuzini,Mpumalanga
Sidungeni Secondary School,Kanyamazane,Mpumalanga
Sifikile Primary School,Empumalanga,Mpumalanga
Sifundakhona Primary School,Empumalanga,Mpumalanga
Sifundise Primary School,Matco,Mpumalanga
Sifundzekhaya Primary School,Shongwe Mission,Mpumalanga
Sifunindlela Primary School,Khumalo Tribal Authority,Mpumalanga
Sigweje Secondary School,Sidlamafa,Mpumalanga
Sihlangene Primary School,Siyabuswa,Mpumalanga
Sihlangu Primary School,Kwalugedlane,Mpumalanga
Sihlekisi Primary School,Acornhoek,Mpumalanga
Sihlengiwe Secondary School,Bronkhorstspruit,Mpumalanga
Sihlezi Primary School,Kwamhlanga,Mpumalanga
Sijabule Primary School,Mbibane,Mpumalanga
Sijabulile Primary School,Mbombela,Mpumalanga
Sikhanyisele Primary School,Bushbuckridge,Mpumalanga
Sikhulile Secondary School,Machadodorp,Mpumalanga
Sikhulisiwe Primary School,Empumalanga,Mpumalanga
Sikhutsele Primary School,Barberton,Mpumalanga
Sikhwahlane Secondary School,Mzinti,Mpumalanga
Silamba Secondary School,Kwamhlanga,Mpumalanga
Siligane Secondary School,Kabokweni,Mpumalanga
Silindile Primary School,Siyabuswa,Mpumalanga
Silindzile Primary School,Dundonald,Mpumalanga
Simbambayana Primary School,Bushbuckridge,Mpumalanga
Simtfolile Secondary School,Mpuluzi,Mpumalanga
Simunye Primary School,Mpuluzi,Mpumalanga
Simuyembiwa Primary School,Siyabuswa,Mpumalanga
Sincobile Secondary School,Komatipoort,Mpumalanga
Sindzawonye Primary School,Kanyamazane,Mpumalanga
Sinethemba Secondary School,Piet Retief,Mpumalanga
Sinetjhudu Primary School,Empumalanga,Mpumalanga
Sinqobile Primary School,Louws Creek,Mpumalanga
Siphakamile Combined School,Carolina,Mpumalanga
Siphendulwe Primary School,Witbank,Mpumalanga
Siphiwe Primary School,Kwamhlanga,Mpumalanga
Siphokuhle Secondary School,Piet Retief,Mpumalanga
Siphumelele Combined School,Tweefontein,Mpumalanga
Siphumelele School,Mpuluzi,Mpumalanga
Siphumelele Secondary School,Hazyview,Mpumalanga
Siphumule Primary School,Kwamhlanga,Mpumalanga
Sisini Primary School,Shongwe Mission,Mpumalanga
Sisukumile Secondary School,Elukwatini,Mpumalanga
Sitfokotile Secondary School,Matsulu,Mpumalanga
Sithabile Primary School,Siyabuswa,Mpumalanga
Sithembiso Primary School,Siyabuswa,Mpumalanga
Sithenjisiwe Secondary School,Skilpadfontein,Mpumalanga
Sithobelane Primary School,Empumalanga,Mpumalanga
Sithuthukile Primary School,Ekulindeni,Mpumalanga
Sitintile Secondary School,Kanyamazane,Mpumalanga
Sivumelene Secondary School,Mbibane,Mpumalanga
Siyabonga Secondary School,Mpuluzi,Mpumalanga
Siyabuswa Primary School,Siyabuswa,Mpumalanga
Siyafundza Primary School,White River,Mpumalanga
Siyamukela Primary School,Hazyview,Mpumalanga
Siyancoba Primary School,White River,Mpumalanga
Siyaphambili Primary School,Kwamhlanga,Mpumalanga
Siyaphambili Secondary School,Mpuluzi,Mpumalanga
Siyathemba Primary School,Balfour,Mpumalanga
Siyathokoza Primary School,Ogies,Mpumalanga
Siyathokoza Secondary School,Siyabuswa,Mpumalanga
Siyavuma Primary School,Witbank,Mpumalanga
Siyazama School,Ermelo,Mpumalanga
Siyazi Primary School,Breyten,Mpumalanga
Siyeta Primary School,Elukwatini,Mpumalanga
Siyeza Primary School,Iswepe,Mpumalanga
Siyifunile Secondary School,Dullstroom,Mpumalanga
Siyokhela Primary School,Delmas,Mpumalanga
Sizabantwana Primary School,Kwamhlanga,Mpumalanga
Sizakele Primary School,Bronkhorstspruit,Mpumalanga
Sizakhele Primary School,Empumalanga,Mpumalanga
Sizamakwethu Primary School,Siyabuswa,Mpumalanga
Sizamile Primary School,Kwamhlanga,Mpumalanga
Sizani Primary School,Siyabuswa,Mpumalanga
Sizenzele Primary School,Vlakpoort,Mpumalanga
Sizimisele Primary School,Kwalugedlane,Mpumalanga
Sizisizwe Primary School,Mbibane,Mpumalanga
Sizo Primary School,Mashishing,Mpumalanga
Sizofunda Primary School,Sundra,Mpumalanga
Sizuzile Primary School,Delmas,Mpumalanga
Sizwakele Secondary School,Embalenhle,Mpumalanga
Sizweni Primary School,Kwamhlanga,Mpumalanga
Skapandoda Mashabiya Secondary School,Bushbuckridge,Mpumalanga
Skhila Secondary School,Mashishing,Mpumalanga
Skoonuitsig Primary School,Platrand,Mpumalanga
Sobantu Secondary School,Siyabuswa,Mpumalanga
Sobhuza Primary School,Carolina,Mpumalanga
Sofunda Secondary School,Middelburg,Mpumalanga
Sogasa Primary School,Shongwe Mission,Mpumalanga
Sohlazane Primary School,Elukwatini,Mpumalanga
Sokapho Primary School,Empumalanga,Mpumalanga
Sokisi High School,Hluvukani,Mpumalanga
Soko Primary School,Mpuluzi,Mpumalanga
Somabedlana Primary School,Settlers,Mpumalanga
Somarobogo Primary School,Empumalanga,Mpumalanga
Somcuba Primary School,Kanyamazane,Mpumalanga
Somelulwazi Primary School,Thuthukani,Mpumalanga
Somkhahlekwa Secondary School,Siyabuswa,Mpumalanga
Somlingo Primary School,Bronkhorstspruit,Mpumalanga
Somlokothwa Primary School,Mbibane,Mpumalanga
Somsuswa Secondary School,Kwamhlanga,Mpumalanga
Somtshongweni Primary School,Empumalanga,Mpumalanga
Songeni Primary School,Thulamahashe,Mpumalanga
Soniye Primary School,Thulamahashe,Mpumalanga
Sophungane Combined School,Kwalugedlane,Mpumalanga
Soshangana High School,Bushbuckridge,Mpumalanga
Soshangane Secondary School,Magogeni,Mpumalanga
Sovetjheza Secondary School,Siyabuswa,Mpumalanga
Sozama Secondary School,Middelburg,Mpumalanga
Sozilani Primary School,Empumalanga,Mpumalanga
Spekboom Primary School,Mashishing,Mpumalanga
Springbok Colliery Primary School,Vandyksdrift,Mpumalanga
Springvalley Primary School,Witbank,Mpumalanga
Ss Mshayisa Primary School,Leslie,Mpumalanga
St Andrews Primary School,Iswepe,Mpumalanga
St George High School,Bushbuckridge,Mpumalanga
St Peter'S International Combined School,Siyabuswa,Mpumalanga
St Peters Primary School,Mbombela,Mpumalanga
St Thomas Aquinas Combined School,Witbank,Mpumalanga
Standerton Christian School,Standerton,Mpumalanga
Standerton Primary School,Stanserton,Mpumalanga
Stanwest Combined School,Standerton,Mpumalanga
Steelcrest High School,Middelburg,Mpumalanga
Steenbok Secondary School,Steenbok,Mpumalanga
Steynsdorp Primary School,Ngilandi,Mpumalanga
Suikerland Secondary School,Malelane,Mpumalanga
Sukumani Primary School,Matsulu,Mpumalanga
Summerfields Private School,Ermelo,Mpumalanga
Summerhill Preparatory School,Hazyview,Mpumalanga
Sundra Secondary School,Sundra,Mpumalanga
Sunduza Primary School,Badplaas,Mpumalanga
Sunrise Academy Of Learning,Malelane,Mpumalanga
Swartklip Combined School,Delmas,Mpumalanga
Swelihle Primary School,Sheepmoor,Mpumalanga
Syde Primary School,Lothair,Mpumalanga
T.C. College Elukwatini,Badplaas,Mpumalanga
Tabane Primary School,Bamokgoko,Mpumalanga
Takheleni Primary School,Matsulu,Mpumalanga
Takheni Secondary School,Elukwatini,Mpumalanga
Tamajane Senior Secondary School,Hazyview,Mpumalanga
Tegwans Nest Primary School,Greylingstad,Mpumalanga
Tekwane Primary School,Kanyamazane,Mpumalanga
Tenteleni Primary School,Kanyamazane,Mpumalanga
Tfolinhlanhla Primary School,Hazyview,Mpumalanga
Thabakgolo Primary School,Shatale,Mpumalanga
Thabana Primary School,Siyabuswa,Mpumalanga
Thabang Primary School,Dennilton,Mpumalanga
Thambokhulu Primary School,Kwalugedlane,Mpumalanga
Thanda Primary School,Hectorspruit,Mpumalanga
Thandabantu Primary School,Bethal,Mpumalanga
Thandanani Primary School,Bethal,Mpumalanga
Thandeka Primary School,Standerton,Mpumalanga
Thandimfundo Primary School,Amersfoort,Mpumalanga
Thandulwazi Primary School,Thuthukani,Mpumalanga
Thathukusa Primary School,Amsterdam,Mpumalanga
The Brook Primary School,The Brook,Mpumalanga
The Friedman Primary School,Bethal,Mpumalanga
The Gem Combined School,Lothair,Mpumalanga
The King'S School White River,White River,Mpumalanga
The Oasis College,Kabokweni,Mpumalanga
Thekiso Primary School,Lefifi,Mpumalanga
Thembalihle Primary School,Mbibane,Mpumalanga
Thembeka Primary School,Siyabuswa,Mpumalanga
Thembeka Secondary School,Kanyamazane,Mpumalanga
Thepang Chiloane Secondary School,Acornhoek,Mpumalanga
Theu Theu Primary School,Volksrust,Mpumalanga
Thistle Grove Combined School,Kinross,Mpumalanga
Thobelani Secondary School,Standerton,Mpumalanga
Thokozani Primary School,Kwamhlanga,Mpumalanga
Tholukwazi Primary School,Embalenhle,Mpumalanga
Thomas Nhlabathi Secondary School,Embalenhle,Mpumalanga
Thomas Percy Sililo Secondary School,Witbank,Mpumalanga
Thorisong Primary School,Evander,Mpumalanga
Thubelihle Primary School,Empumalanga,Mpumalanga
Thufane Secondary School,Lefifi,Mpumalanga
Thula Primary School,Uthokozane,Mpumalanga
Thulamahashe Lower Primary School,Thulamahashe,Mpumalanga
Thulani Primary School,Mkhuhlu,Mpumalanga
Thulasizwe Lower Primary School,Moteti,Mpumalanga
Thushanang Primary School,Middelburg,Mpumalanga
Thuthuka Primary School,Volksrust,Mpumalanga
Thuthuka Zulu Primary School,Standerton,Mpumalanga
Thuthukani Primary School,Ogies,Mpumalanga
Thuto-Thebe Secondary School,Standerton,Mpumalanga
Thwahlele Primary School,Sheepmoor,Mpumalanga
Thwasani Primary School,Mkhuhlu,Mpumalanga
Tiboneleni Primary School,Kanyamazane,Mpumalanga
Tiga Primary School,Kanyamazane,Mpumalanga
Tikhontele Secondary School,Matsulu,Mpumalanga
Tikhuni Secondary School,Mzinti,Mpumalanga
Timbavati Combined Primary School,Acornhoek,Mpumalanga
Timeleni Primary School,Elukwatini,Mpumalanga
Tindzaleni Primary School,Uthokozani,Mpumalanga
Tinhlonhla Secondary School,Schoemansdal,Mpumalanga
Tiphembeleni Primary School,Kanyamazane,Mpumalanga
Tisiteni Primary School,Mpuluzi,Mpumalanga
Tiyani Primary School,Ximhungwe,Mpumalanga
Tiyimeleni Primary School,Ximhungwe,Mpumalanga
Tjakastad Primary School,Badplaas,Mpumalanga
Tjebissa Primary School,Bethal,Mpumalanga
Tjhidelani Primary School,Kwamhlanga,Mpumalanga
Tladishi High School,Acornhoek,Mpumalanga
Tlhame Primary School,Bamokgoko,Mpumalanga
Tlhavekisa Secondary School,Acornhoek,Mpumalanga
Tokoloho Primary School,Grootvlei,Mpumalanga
Tonga View Primary School,Kwalugedlane,Mpumalanga
Tonteldoos Secondary School,Roossenekal,Mpumalanga
Torbanite Primary School,Ermelo,Mpumalanga
Tp Stratten Primary School,Evander,Mpumalanga
Trichardt Christian School,Secunda,Mpumalanga
Trinity College,Mbombela,Mpumalanga
Tsandzanani Primary School,Matsulu,Mpumalanga
Tsatselani Primary School,Mpuluzi,Mpumalanga
Tsatsimfundvo Primary School,Elukwatini,Mpumalanga
Tsembaletfu Primary School,Kabokweni,Mpumalanga
Tsembanani Primary School,White River,Mpumalanga
Tsembekani Primary School,Mpuluzi,Mpumalanga
Tshepeha Combined School,Grootvlei,Mpumalanga
Tshokolo Primary School,Acornhoek,Mpumalanga
Tshwenyane Combined School,Middelburg,Mpumalanga
Tsuvuka Primary School,Elukwatini,Mpumalanga
Twalakule Primary School,Bushbuckridge,Mpumalanga
Twin College,Hazyview,Mpumalanga
Ubuhle Bolwazi Secondary School,Lothair,Mpumalanga
Ubuhle Learning Centre,Malelane,Mpumalanga
Ubuhlebethu Secondary School,Siyabuswa,Mpumalanga
Ukhwezi Primary School,Belfast,Mpumalanga
Ukudalelwa Primary School,Standerton,Mpumalanga
Ukukhanya Secondary School,Mbibane,Mpumalanga
Ukulunga Primary School,Amersfoort,Mpumalanga
Ukuphumulakwesizwe Primary School,Mbibane,Mpumalanga
Ukuthokoza Primary School,Morgenzon,Mpumalanga
Ulwazi Primary School,Thuthukani,Mpumalanga
Umbhejeka Primary School,Elukwatini,Mpumalanga
Umfudlana Combined School,Davel,Mpumalanga
Umhlaba Primary School,Standerton,Mpumalanga
Umkonyaan Primary School,Commondale,Mpumalanga
Umlalati Learning Centre,Barberton,Mpumalanga
Umlambo Primary School,Amsterdam,Mpumalanga
Ummeli Primary School,Belfast,Mpumalanga
Umondli Primary School,Volksrust,Mpumalanga
Umpilusi Primary School,Lothair,Mpumalanga
Umpopoli Primary School,Kabokweni,Mpumalanga
Umsebe Primary School,Ermelo,Mpumalanga
Umthombopholile Primary School,Machadodorp,Mpumalanga
Umthombowensephe Primary School,Davel,Mpumalanga
Umtulwana Primary School,Lothair,Mpumalanga
Umzimvelo Secondary School,Ermelo,Mpumalanga
Uplands College,White River,Mpumalanga
Uplands Preparatory School,White River,Mpumalanga
Uthaka Secondary School,Wakkerstroom,Mpumalanga
Valencia Combined School,Mbombela,Mpumalanga
Vamuhle Primary School,Empumalanga,Mpumalanga
Van Stadensdam Primary School,Evander,Mpumalanga
Vandama Lower And Higher Primary School,Bushbuckridge,Mpumalanga
Velangezwi Primary School,Siyabuswa,Mpumalanga
Verena Primary School,Bronkhorstspruit,Mpumalanga
Versailles Primary School,Bushbuckridge,Mpumalanga
Vezilwazi Secondary School,Siyabuswa,Mpumalanga
Vezimfundo Primary School,Delmas,Mpumalanga
Vezubuhle Secondary School,Empumalanga,Mpumalanga
Vezulwazi Primary School,Thuthukani,Mpumalanga
Victory Park Primary School,White River,Mpumalanga
Violet Jiyane Junior Secondary School,Carolina,Mpumalanga
Volksrust Primary School,Volksrust,Mpumalanga
Vriesland Primary School,Badplaas,Mpumalanga
Vuka Primary School,Elukwatini,Mpumalanga
Vukani Secondary School,Empumalanga,Mpumalanga
Vukanini Primary School,Bethal,Mpumalanga
Vukasambe Primary School,Kanyamazane,Mpumalanga
Vukekuseni Primary School,Holmdene,Mpumalanga
Vukile Primary School,Mbibane,Mpumalanga
Vukubone Secondary School,Piet Retief,Mpumalanga
Vukuqhakaze Secondary School,Leslie,Mpumalanga
Vukuzame Secondary School,Kwamhlanga,Mpumalanga
Vukuzenzele Combined School,Perdekop,Mpumalanga
Vukuzenzele Secondary School,Kwalugedlane,Mpumalanga
Vukuzithathe Primary School,Embalenhle,Mpumalanga
Vulamasango Primary School,Kanyamazane,Mpumalanga
Vulamehlo Primary School,Kwamhlanga,Mpumalanga
Vulandhlela Primary School,Iswepe,Mpumalanga
Vulanindlela Secondary School,Piet Retief,Mpumalanga
Vulemehlo  School,Kabokweni,Mpumalanga
Vulindlela Secondary School,Kabokweni,Mpumalanga
Vulingcondvo School,Mpuluzi,Mpumalanga
